lesson_number,domain_id,domain,exposure_policy,customer_web_enabled,admin_web_enabled,customer_frontend_path,admin_frontend_path,customer_route,admin_route,api_gateway_base_path,api_access_policy,customer_auth_audience,admin_auth_audience,backend_domain_path,docker_profile,deployment_namespace,implementation_status
128,5,listing,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/listing,,/admin/listing,/api/v1/listing,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/listing,domain-listing,retail-listing,PLANNED
128,52,localization,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/localization,applications/frontend/admin-web/src/domains/localization,/localization,/admin/localization,/api/v1/localization,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/localization,domain-localization,retail-localization,PLANNED
128,60,logistics,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/logistics,,/admin/logistics,/api/v1/logistics,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/logistics,domain-logistics,retail-logistics,PLANNED
128,24,loyalty,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/loyalty,applications/frontend/admin-web/src/domains/loyalty,/loyalty,/admin/loyalty,/api/v1/loyalty,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/loyalty,domain-loyalty,retail-loyalty,PLANNED
128,29,marketing,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/marketing,,/admin/marketing,/api/v1/marketing,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/marketing,domain-marketing,retail-marketing,PLANNED
128,36,marketplace,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/marketplace,applications/frontend/admin-web/src/domains/marketplace,/marketplace,/admin/marketplace,/api/v1/marketplace,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/marketplace,domain-marketplace,retail-marketplace,PLANNED
128,72,master_data,INTERNAL_ONLY,N,N,,,,,/api/v1/master_data,INTERNAL_AUTHORIZED,,,applications/backend/services/master_data,domain-master_data,retail-master_data,PLANNED
128,91,membership,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/membership,applications/frontend/admin-web/src/domains/membership,/membership,/admin/membership,/api/v1/membership,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/membership,domain-membership,retail-membership,PLANNED
128,94,messaging,INTERNAL_ONLY,N,N,,,,,/api/v1/messaging,INTERNAL_AUTHORIZED,,,applications/backend/services/messaging,domain-messaging,retail-messaging,PLANNED
128,73,metadata,INTERNAL_ONLY,N,N,,,,,/api/v1/metadata,INTERNAL_AUTHORIZED,,,applications/backend/services/metadata,domain-metadata,retail-metadata,PLANNED
128,78,ml,INTERNAL_ONLY,N,N,,,,,/api/v1/ml,INTERNAL_AUTHORIZED,,,applications/backend/services/ml,domain-ml,retail-ml,PLANNED
128,56,mobile,CUSTOMER_ONLY,Y,N,applications/frontend/customer-web/src/domains/mobile,,/mobile,,/api/v1/mobile,PUBLIC_AUTHENTICATED,retail-customer-web,,applications/backend/services/mobile,domain-mobile,retail-mobile,PLANNED
128,33,notification,INTERNAL_ONLY,N,N,,,,,/api/v1/notification,INTERNAL_AUTHORIZED,,,applications/backend/services/notification,domain-notification,retail-notification,PLANNED
128,65,observability,INTERNAL_ONLY,N,N,,,,,/api/v1/observability,INTERNAL_AUTHORIZED,,,applications/backend/services/observability,domain-observability,retail-observability,PLANNED
128,63,operations,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/operations,,/admin/operations,/api/v1/operations,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/operations,domain-operations,retail-operations,PLANNED
128,14,order,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/order,applications/frontend/admin-web/src/domains/order,/order,/admin/order,/api/v1/order,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/order,domain-order,retail-order,PLANNED
128,49,outbox,INTERNAL_ONLY,N,N,,,,,/api/v1/outbox,INTERNAL_AUTHORIZED,,,applications/backend/services/outbox,domain-outbox,retail-outbox,PLANNED
128,15,payment,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/payment,applications/frontend/admin-web/src/domains/payment,/payment,/admin/payment,/api/v1/payment,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/payment,domain-payment,retail-payment,PLANNED
128,42,payout,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/payout,,/admin/payout,/api/v1/payout,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/payout,domain-payout,retail-payout,PLANNED
128,79,personalization,CUSTOMER_ONLY,Y,N,applications/frontend/customer-web/src/domains/personalization,,/personalization,,/api/v1/personalization,PUBLIC_AUTHENTICATED,retail-customer-web,,applications/backend/services/personalization,domain-personalization,retail-personalization,PLANNED
128,81,planning,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/planning,,/admin/planning,/api/v1/planning,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/planning,domain-planning,retail-planning,PLANNED
128,64,platform,INTERNAL_ONLY,N,N,,,,,/api/v1/platform,INTERNAL_AUTHORIZED,,,applications/backend/services/platform,domain-platform,retail-platform,PLANNED
128,59,pos,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/pos,,/admin/pos,/api/v1/pos,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/pos,domain-pos,retail-pos,PLANNED
128,7,pricing,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/pricing,applications/frontend/admin-web/src/domains/pricing,/pricing,/admin/pricing,/api/v1/pricing,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/pricing,domain-pricing,retail-pricing,PLANNED
128,45,privacy,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/privacy,,/admin/privacy,/api/v1/privacy,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/privacy,domain-privacy,retail-privacy,PLANNED
128,11,procurement,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/procurement,,/admin/procurement,/api/v1/procurement,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/procurement,domain-procurement,retail-procurement,PLANNED
128,4,product,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/product,applications/frontend/admin-web/src/domains/product,/product,/admin/product,/api/v1/product,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/product,domain-product,retail-product,PLANNED
128,8,promotion,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/promotion,applications/frontend/admin-web/src/domains/promotion,/promotion,/admin/promotion,/api/v1/promotion,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/promotion,domain-promotion,retail-promotion,PLANNED
128,97,push,INTERNAL_ONLY,N,N,,,,,/api/v1/push,INTERNAL_AUTHORIZED,,,applications/backend/services/push,domain-push,retail-push,PLANNED
128,62,quality,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/quality,,/admin/quality,/api/v1/quality,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/quality,domain-quality,retail-quality,PLANNED
128,27,recommendation,CUSTOMER_ONLY,Y,N,applications/frontend/customer-web/src/domains/recommendation,,/recommendation,,/api/v1/recommendation,PUBLIC_AUTHENTICATED,retail-customer-web,,applications/backend/services/recommendation,domain-recommendation,retail-recommendation,PLANNED
128,51,reference,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/reference,,/admin/reference,/api/v1/reference,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/reference,domain-reference,retail-reference,PLANNED
128,22,refund,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/refund,applications/frontend/admin-web/src/domains/refund,/refund,/admin/refund,/api/v1/refund,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/refund,domain-refund,retail-refund,PLANNED
128,21,returns,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/returns,applications/frontend/admin-web/src/domains/returns,/returns,/admin/returns,/api/v1/returns,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/returns,domain-returns,retail-returns,PLANNED
128,86,reverse_logistics,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/reverse_logistics,,/admin/reverse_logistics,/api/v1/reverse_logistics,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/reverse_logistics,domain-reverse_logistics,retail-reverse_logistics,PLANNED
128,31,reviews,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/reviews,applications/frontend/admin-web/src/domains/reviews,/reviews,/admin/reviews,/api/v1/reviews,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/reviews,domain-reviews,retail-reviews,PLANNED
128,43,risk,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/risk,,/admin/risk,/api/v1/risk,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/risk,domain-risk,retail-risk,PLANNED
128,26,search,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/search,applications/frontend/admin-web/src/domains/search,/search,/admin/search,/api/v1/search,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/search,domain-search,retail-search,PLANNED
128,46,security,INTERNAL_ONLY,N,N,,,,,/api/v1/security,INTERNAL_AUTHORIZED,,,applications/backend/services/security,domain-security,retail-security,PLANNED
128,6,seller,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/seller,,/admin/seller,/api/v1/seller,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/seller,domain-seller,retail-seller,PLANNED
128,40,settlement,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/settlement,,/admin/settlement,/api/v1/settlement,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/settlement,domain-settlement,retail-settlement,PLANNED
128,18,shipping,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/shipping,applications/frontend/admin-web/src/domains/shipping,/shipping,/admin/shipping,/api/v1/shipping,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/shipping,domain-shipping,retail-shipping,PLANNED
128,96,sms,INTERNAL_ONLY,N,N,,,,,/api/v1/sms,INTERNAL_AUTHORIZED,,,applications/backend/services/sms,domain-sms,retail-sms,PLANNED
128,93,social,CUSTOMER_ONLY,Y,N,applications/frontend/customer-web/src/domains/social,,/social,,/api/v1/social,PUBLIC_AUTHENTICATED,retail-customer-web,,applications/backend/services/social,domain-social,retail-social,PLANNED
128,58,store,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/store,applications/frontend/admin-web/src/domains/store,/store,/admin/store,/api/v1/store,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/store,domain-store,retail-store,PLANNED
128,68,streaming,INTERNAL_ONLY,N,N,,,,,/api/v1/streaming,INTERNAL_AUTHORIZED,,,applications/backend/services/streaming,domain-streaming,retail-streaming,PLANNED
128,89,subscription,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/subscription,applications/frontend/admin-web/src/domains/subscription,/subscription,/admin/subscription,/api/v1/subscription,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/subscription,domain-subscription,retail-subscription,PLANNED
128,61,supplier,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/supplier,,/admin/supplier,/api/v1/supplier,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/supplier,domain-supplier,retail-supplier,PLANNED
128,83,supply_chain,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/supply_chain,,/admin/supply_chain,/api/v1/supply_chain,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/supply_chain,domain-supply_chain,retail-supply_chain,PLANNED
128,34,support,CUSTOMER_AND_ADMIN,Y,Y,applications/frontend/customer-web/src/domains/support,applications/frontend/admin-web/src/domains/support,/support,/admin/support,/api/v1/support,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,applications/backend/services/support,domain-support,retail-support,PLANNED
128,100,sustainability,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/sustainability,,/admin/sustainability,/api/v1/sustainability,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/sustainability,domain-sustainability,retail-sustainability,PLANNED
128,17,tax,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/tax,,/admin/tax,/api/v1/tax,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/tax,domain-tax,retail-tax,PLANNED
128,84,transport,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/transport,,/admin/transport,/api/v1/transport,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/transport,domain-transport,retail-transport,PLANNED
128,99,vendor_management,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/vendor_management,,/admin/vendor_management,/api/v1/vendor_management,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/vendor_management,domain-vendor_management,retail-vendor_management,PLANNED
128,10,warehouse,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/warehouse,,/admin/warehouse,/api/v1/warehouse,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/warehouse,domain-warehouse,retail-warehouse,PLANNED
128,57,web,CUSTOMER_ONLY,Y,N,applications/frontend/customer-web/src/domains/web,,/web,,/api/v1/web,PUBLIC_AUTHENTICATED,retail-customer-web,,applications/backend/services/web,domain-web,retail-web,PLANNED
128,88,wholesale,ADMIN_ONLY,N,Y,,applications/frontend/admin-web/src/domains/wholesale,,/admin/wholesale,/api/v1/wholesale,INTERNAL_AUTHORIZED,,retail-admin-web,applications/backend/services/wholesale,domain-wholesale,retail-wholesale,PLANNED
