planning_lesson,implementation_lesson,domain_id,domain,microservice_id,microservice_name,service_archetype,team_id,java_version,spring_boot_version,build_tool,gradle_version,build_dsl,packaging,java_package,application_class,backend_module_path,api_base_path,api_access_policy,customer_auth_audience,admin_auth_audience,web_stack,api_contract,security_stack,persistence_stack,database_engine,database_name,schema_name,migration_tool,owned_table_count,full_cdc_table_count,excluded_cdc_table_count,outgoing_relationship_count,incoming_relationship_count,event_outgoing_count,event_incoming_count,colocated_validation_count,kafka_producer_required,kafka_consumer_required,outbox_required,dlq_consumer_required,resilience_stack,observability_stack,testing_stack,container_strategy,deployment_unit,deployment_namespace,implementation_status
129,211,2,customer,svc-0011,customer-01,SHARED_API_SERVICE,team-002,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.customer.service0011,Customer01Application,applications/backend/services/customer/customer-01,/api/v1/customer/01,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,customer_svc_01,customer,Flyway,10,7,3,9,64,9,63,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,customer-01,retail-customer,PLANNED
129,212,2,customer,svc-0012,customer-02,SHARED_API_SERVICE,team-002,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.customer.service0012,Customer02Application,applications/backend/services/customer/customer-02,/api/v1/customer/02,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,customer_svc_02,customer,Flyway,10,7,3,9,64,9,64,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,customer-02,retail-customer,PLANNED
129,213,2,customer,svc-0013,customer-03,SHARED_API_SERVICE,team-002,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.customer.service0013,Customer03Application,applications/backend/services/customer/customer-03,/api/v1/customer/03,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,customer_svc_03,customer,Flyway,10,6,4,9,64,9,64,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,customer-03,retail-customer,PLANNED
129,214,2,customer,svc-0014,customer-04,SHARED_API_SERVICE,team-002,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.customer.service0014,Customer04Application,applications/backend/services/customer/customer-04,/api/v1/customer/04,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,customer_svc_04,customer,Flyway,10,7,3,6,64,6,64,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,customer-04,retail-customer,PLANNED
129,215,2,customer,svc-0015,customer-05,SHARED_API_SERVICE,team-002,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.customer.service0015,Customer05Application,applications/backend/services/customer/customer-05,/api/v1/customer/05,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,customer_svc_05,customer,Flyway,10,7,3,6,64,6,64,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,customer-05,retail-customer,PLANNED
129,216,2,customer,svc-0016,customer-06,SHARED_API_SERVICE,team-002,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.customer.service0016,Customer06Application,applications/backend/services/customer/customer-06,/api/v1/customer/06,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,customer_svc_06,customer,Flyway,10,6,4,3,64,3,64,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,customer-06,retail-customer,PLANNED
129,217,2,customer,svc-0017,customer-07,SHARED_API_SERVICE,team-002,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.customer.service0017,Customer07Application,applications/backend/services/customer/customer-07,/api/v1/customer/07,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,customer_svc_07,customer,Flyway,10,7,3,3,64,3,64,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,customer-07,retail-customer,PLANNED
129,218,2,customer,svc-0018,customer-08,SHARED_API_SERVICE,team-002,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.customer.service0018,Customer08Application,applications/backend/services/customer/customer-08,/api/v1/customer/08,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,customer_svc_08,customer,Flyway,10,7,3,6,64,6,64,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,customer-08,retail-customer,PLANNED
129,219,2,customer,svc-0019,customer-09,SHARED_API_SERVICE,team-002,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.customer.service0019,Customer09Application,applications/backend/services/customer/customer-09,/api/v1/customer/09,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,customer_svc_09,customer,Flyway,10,6,4,3,64,3,64,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,customer-09,retail-customer,PLANNED
129,220,2,customer,svc-0020,customer-10,SHARED_API_SERVICE,team-002,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.customer.service0020,Customer10Application,applications/backend/services/customer/customer-10,/api/v1/customer/10,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,customer_svc_10,customer,Flyway,10,7,3,6,64,6,64,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,customer-10,retail-customer,PLANNED
129,221,3,catalog,svc-0021,catalog-01,SHARED_API_SERVICE,team-003,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.catalog.service0021,Catalog01Application,applications/backend/services/catalog/catalog-01,/api/v1/catalog/01,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,catalog_svc_01,catalog,Flyway,10,10,0,9,14,8,13,1,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,catalog-01,retail-catalog,PLANNED
129,222,3,catalog,svc-0022,catalog-02,SHARED_API_SERVICE,team-003,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.catalog.service0022,Catalog02Application,applications/backend/services/catalog/catalog-02,/api/v1/catalog/02,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,catalog_svc_02,catalog,Flyway,10,10,0,9,14,9,14,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,catalog-02,retail-catalog,PLANNED
129,223,3,catalog,svc-0023,catalog-03,SHARED_API_SERVICE,team-003,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.catalog.service0023,Catalog03Application,applications/backend/services/catalog/catalog-03,/api/v1/catalog/03,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,catalog_svc_03,catalog,Flyway,10,10,0,9,14,9,14,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,catalog-03,retail-catalog,PLANNED
129,224,3,catalog,svc-0024,catalog-04,SHARED_API_SERVICE,team-003,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.catalog.service0024,Catalog04Application,applications/backend/services/catalog/catalog-04,/api/v1/catalog/04,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,catalog_svc_04,catalog,Flyway,10,10,0,6,14,6,14,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,catalog-04,retail-catalog,PLANNED
129,225,3,catalog,svc-0025,catalog-05,SHARED_API_SERVICE,team-003,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.catalog.service0025,Catalog05Application,applications/backend/services/catalog/catalog-05,/api/v1/catalog/05,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,catalog_svc_05,catalog,Flyway,10,10,0,6,14,6,14,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,catalog-05,retail-catalog,PLANNED
129,226,3,catalog,svc-0026,catalog-06,SHARED_API_SERVICE,team-003,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.catalog.service0026,Catalog06Application,applications/backend/services/catalog/catalog-06,/api/v1/catalog/06,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,catalog_svc_06,catalog,Flyway,10,10,0,3,14,3,14,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,catalog-06,retail-catalog,PLANNED
129,227,3,catalog,svc-0027,catalog-07,SHARED_API_SERVICE,team-003,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.catalog.service0027,Catalog07Application,applications/backend/services/catalog/catalog-07,/api/v1/catalog/07,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,catalog_svc_07,catalog,Flyway,10,10,0,3,14,3,14,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,catalog-07,retail-catalog,PLANNED
129,228,3,catalog,svc-0028,catalog-08,SHARED_API_SERVICE,team-003,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.catalog.service0028,Catalog08Application,applications/backend/services/catalog/catalog-08,/api/v1/catalog/08,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,catalog_svc_08,catalog,Flyway,10,10,0,6,14,6,14,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,catalog-08,retail-catalog,PLANNED
129,229,3,catalog,svc-0029,catalog-09,SHARED_API_SERVICE,team-003,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.catalog.service0029,Catalog09Application,applications/backend/services/catalog/catalog-09,/api/v1/catalog/09,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,catalog_svc_09,catalog,Flyway,10,10,0,3,14,3,14,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,catalog-09,retail-catalog,PLANNED
129,230,3,catalog,svc-0030,catalog-10,SHARED_API_SERVICE,team-003,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.catalog.service0030,Catalog10Application,applications/backend/services/catalog/catalog-10,/api/v1/catalog/10,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,catalog_svc_10,catalog,Flyway,10,10,0,6,14,6,14,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,catalog-10,retail-catalog,PLANNED
129,231,4,product,svc-0031,product-01,SHARED_API_SERVICE,team-004,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.product.service0031,Product01Application,applications/backend/services/product/product-01,/api/v1/product/01,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,product_svc_01,product,Flyway,10,10,0,9,20,9,19,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,product-01,retail-product,PLANNED
129,232,4,product,svc-0032,product-02,SHARED_API_SERVICE,team-004,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.product.service0032,Product02Application,applications/backend/services/product/product-02,/api/v1/product/02,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,product_svc_02,product,Flyway,10,10,0,9,20,9,20,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,product-02,retail-product,PLANNED
129,233,4,product,svc-0033,product-03,SHARED_API_SERVICE,team-004,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.product.service0033,Product03Application,applications/backend/services/product/product-03,/api/v1/product/03,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,product_svc_03,product,Flyway,10,10,0,9,20,9,20,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,product-03,retail-product,PLANNED
129,234,4,product,svc-0034,product-04,SHARED_API_SERVICE,team-004,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.product.service0034,Product04Application,applications/backend/services/product/product-04,/api/v1/product/04,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,product_svc_04,product,Flyway,10,10,0,6,20,6,20,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,product-04,retail-product,PLANNED
129,235,4,product,svc-0035,product-05,SHARED_API_SERVICE,team-004,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.product.service0035,Product05Application,applications/backend/services/product/product-05,/api/v1/product/05,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,product_svc_05,product,Flyway,10,10,0,6,20,6,20,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,product-05,retail-product,PLANNED
129,236,4,product,svc-0036,product-06,SHARED_API_SERVICE,team-004,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.product.service0036,Product06Application,applications/backend/services/product/product-06,/api/v1/product/06,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,product_svc_06,product,Flyway,10,10,0,3,20,3,20,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,product-06,retail-product,PLANNED
129,237,4,product,svc-0037,product-07,SHARED_API_SERVICE,team-004,25,4.1.1,Gradle,9,Kotlin,Executable JAR,com.agilearning.retail.product.service0037,Product07Application,applications/backend/services/product/product-07,/api/v1/product/07,PUBLIC_AUTHENTICATED,retail-customer-web,retail-admin-web,Spring MVC,REST + OpenAPI 3.1,Spring Security OAuth2 Resource Server,Spring Data JDBC,PostgreSQL 18.6,product_svc_07,product,Flyway,10,10,0,3,20,3,20,0,Y,Y,Y,Y,Resilience4j + idempotency + retry,Actuator + Micrometer + OpenTelemetry,JUnit 5 + Testcontainers + ArchUnit + Spring Cloud Contract,OCI image + layered Spring Boot JAR,product-07,retail-product,PLANNED
