domain_id,domain,service_group,microservice_id,microservice_name,team_id,db_cluster,datastore,database_name,schema_name,table_name,full_table_name,table_class,cdc_enabled,kafka_topic,bronze_target,silver_target,gold_target,purpose,data_classification,postgres_cluster_role,postgres_version,ha_manager,connection_pooler,replication_mode,replica_count,sharding_strategy,cdc_connector,wal_level,logical_publication,replication_slot,outgoing_relationship_count,incoming_relationship_count,related_domains,relationship_enforcement,cross_db_key_standard,cross_db_join_policy
1,identity,identity-platform,svc-0001,identity-01,team-001,pg-cluster-001,PostgreSQL,identity_svc_01,identity,account_identity,identity_svc_01.identity.account_identity,transactional,Y,fk.pg.cdc.identity.account_identity,bronze.identity_account_identity,silver.identity_account_identity,gold.identity_account_metrics,Simulated identity data for account operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-001,logical,pub_identity,slot_001_identity,0,5,customer|iam|privacy|security|seller,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-012,PostgreSQL,identity_svc_02,identity,detail_identity,identity_svc_02.identity.detail_identity,transactional,Y,fk.pg.cdc.identity.detail_identity,bronze.identity_detail_identity,silver.identity_detail_identity,gold.identity_detail_metrics,Simulated identity data for detail operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-012,logical,pub_identity,slot_012_identity,0,5,customer|iam|privacy|security|seller,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-013,PostgreSQL,identity_svc_02,identity,snapshot_identity,identity_svc_02.identity.snapshot_identity,transactional,Y,fk.pg.cdc.identity.snapshot_identity,bronze.identity_snapshot_identity,silver.identity_snapshot_identity,gold.identity_snapshot_metrics,Simulated identity data for snapshot operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-013,logical,pub_identity,slot_013_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-014,PostgreSQL,identity_svc_02,identity,transaction_identity,identity_svc_02.identity.transaction_identity,event,Y,fk.pg.cdc.identity.transaction_identity,bronze.identity_transaction_identity,silver.identity_transaction_identity,gold.identity_transaction_metrics,Simulated identity data for transaction operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-014,logical,pub_identity,slot_014_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-015,PostgreSQL,identity_svc_02,identity,request_identity,identity_svc_02.identity.request_identity,reference,Y,fk.pg.cdc.identity.request_identity,bronze.identity_request_identity,silver.identity_request_identity,gold.identity_request_metrics,Simulated identity data for request operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-015,logical,pub_identity,slot_015_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-016,PostgreSQL,identity_svc_02,identity,response_identity,identity_svc_02.identity.response_identity,transactional,Y,fk.pg.cdc.identity.response_identity,bronze.identity_response_identity,silver.identity_response_identity,gold.identity_response_metrics,Simulated identity data for response operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-016,logical,pub_identity,slot_016_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-017,PostgreSQL,identity_svc_02,identity,attempt_identity,identity_svc_02.identity.attempt_identity,transactional,Y,fk.pg.cdc.identity.attempt_identity,bronze.identity_attempt_identity,silver.identity_attempt_identity,gold.identity_attempt_metrics,Simulated identity data for attempt operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-017,logical,pub_identity,slot_017_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-018,PostgreSQL,identity_svc_02,identity,allocation_identity,identity_svc_02.identity.allocation_identity,transactional,Y,fk.pg.cdc.identity.allocation_identity,bronze.identity_allocation_identity,silver.identity_allocation_identity,gold.identity_allocation_metrics,Simulated identity data for allocation operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-018,logical,pub_identity,slot_018_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-019,PostgreSQL,identity_svc_02,identity,reservation_identity,identity_svc_02.identity.reservation_identity,transactional,Y,fk.pg.cdc.identity.reservation_identity,bronze.identity_reservation_identity,silver.identity_reservation_identity,gold.identity_reservation_metrics,Simulated identity data for reservation operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-019,logical,pub_identity,slot_019_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-020,PostgreSQL,identity_svc_02,identity,movement_identity,identity_svc_02.identity.movement_identity,history,Y,fk.pg.cdc.identity.movement_identity,bronze.identity_movement_identity,silver.identity_movement_identity,gold.identity_movement_metrics,Simulated identity data for movement operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-020,logical,pub_identity,slot_020_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-021,PostgreSQL,identity_svc_03,identity,adjustment_identity,identity_svc_03.identity.adjustment_identity,event,Y,fk.pg.cdc.identity.adjustment_identity,bronze.identity_adjustment_identity,silver.identity_adjustment_identity,gold.identity_adjustment_metrics,Simulated identity data for adjustment operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-021,logical,pub_identity,slot_021_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-022,PostgreSQL,identity_svc_03,identity,configuration_identity,identity_svc_03.identity.configuration_identity,transactional,Y,fk.pg.cdc.identity.configuration_identity,bronze.identity_configuration_identity,silver.identity_configuration_identity,gold.identity_configuration_metrics,Simulated identity data for configuration operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-022,logical,pub_identity,slot_022_identity,0,5,customer|iam|privacy|security|seller,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-023,PostgreSQL,identity_svc_03,identity,policy_identity,identity_svc_03.identity.policy_identity,transactional,Y,fk.pg.cdc.identity.policy_identity,bronze.identity_policy_identity,silver.identity_policy_identity,gold.identity_policy_metrics,Simulated identity data for policy operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-023,logical,pub_identity,slot_023_identity,0,5,customer|iam|privacy|security|seller,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-024,PostgreSQL,identity_svc_03,identity,document_identity,identity_svc_03.identity.document_identity,transactional,Y,fk.pg.cdc.identity.document_identity,bronze.identity_document_identity,silver.identity_document_identity,gold.identity_document_metrics,Simulated identity data for document operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-024,logical,pub_identity,slot_024_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-025,PostgreSQL,identity_svc_03,identity,metric_identity,identity_svc_03.identity.metric_identity,reference,Y,fk.pg.cdc.identity.metric_identity,bronze.identity_metric_identity,silver.identity_metric_identity,gold.identity_metric_metrics,Simulated identity data for metric operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-025,logical,pub_identity,slot_025_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-026,PostgreSQL,identity_svc_03,identity,score_identity,identity_svc_03.identity.score_identity,transactional,Y,fk.pg.cdc.identity.score_identity,bronze.identity_score_identity,silver.identity_score_identity,gold.identity_score_metrics,Simulated identity data for score operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-026,logical,pub_identity,slot_026_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-027,PostgreSQL,identity_svc_03,identity,segment_identity,identity_svc_03.identity.segment_identity,transactional,Y,fk.pg.cdc.identity.segment_identity,bronze.identity_segment_identity,silver.identity_segment_identity,gold.identity_segment_metrics,Simulated identity data for segment operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-027,logical,pub_identity,slot_027_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-028,PostgreSQL,identity_svc_03,identity,campaign_identity,identity_svc_03.identity.campaign_identity,event,Y,fk.pg.cdc.identity.campaign_identity,bronze.identity_campaign_identity,silver.identity_campaign_identity,gold.identity_campaign_metrics,Simulated identity data for campaign operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-028,logical,pub_identity,slot_028_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-029,PostgreSQL,identity_svc_03,identity,offer_identity,identity_svc_03.identity.offer_identity,transactional,Y,fk.pg.cdc.identity.offer_identity,bronze.identity_offer_identity,silver.identity_offer_identity,gold.identity_offer_metrics,Simulated identity data for offer operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-029,logical,pub_identity,slot_029_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-030,PostgreSQL,identity_svc_03,identity,redemption_identity,identity_svc_03.identity.redemption_identity,history,Y,fk.pg.cdc.identity.redemption_identity,bronze.identity_redemption_identity,silver.identity_redemption_identity,gold.identity_redemption_metrics,Simulated identity data for redemption operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-030,logical,pub_identity,slot_030_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-031,PostgreSQL,identity_svc_04,identity,ledger_identity,identity_svc_04.identity.ledger_identity,transactional,Y,fk.pg.cdc.identity.ledger_identity,bronze.identity_ledger_identity,silver.identity_ledger_identity,gold.identity_ledger_metrics,Simulated identity data for ledger operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-031,logical,pub_identity,slot_031_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-032,PostgreSQL,identity_svc_04,identity,balance_identity,identity_svc_04.identity.balance_identity,transactional,Y,fk.pg.cdc.identity.balance_identity,bronze.identity_balance_identity,silver.identity_balance_identity,gold.identity_balance_metrics,Simulated identity data for balance operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-032,logical,pub_identity,slot_032_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-033,PostgreSQL,identity_svc_04,identity,invoice_identity,identity_svc_04.identity.invoice_identity,transactional,Y,fk.pg.cdc.identity.invoice_identity,bronze.identity_invoice_identity,silver.identity_invoice_identity,gold.identity_invoice_metrics,Simulated identity data for invoice operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-033,logical,pub_identity,slot_033_identity,0,5,customer|iam|privacy|security|seller,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-034,PostgreSQL,identity_svc_04,identity,line_identity,identity_svc_04.identity.line_identity,transactional,Y,fk.pg.cdc.identity.line_identity,bronze.identity_line_identity,silver.identity_line_identity,gold.identity_line_metrics,Simulated identity data for line operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-034,logical,pub_identity,slot_034_identity,0,5,customer|iam|privacy|security|seller,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-035,PostgreSQL,identity_svc_04,identity,batch_identity,identity_svc_04.identity.batch_identity,event,Y,fk.pg.cdc.identity.batch_identity,bronze.identity_batch_identity,silver.identity_batch_identity,gold.identity_batch_metrics,Simulated identity data for batch operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-035,logical,pub_identity,slot_035_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-036,PostgreSQL,identity_svc_04,identity,job_identity,identity_svc_04.identity.job_identity,transactional,Y,fk.pg.cdc.identity.job_identity,bronze.identity_job_identity,silver.identity_job_identity,gold.identity_job_metrics,Simulated identity data for job operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-036,logical,pub_identity,slot_036_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-037,PostgreSQL,identity_svc_04,identity,task_identity,identity_svc_04.identity.task_identity,transactional,Y,fk.pg.cdc.identity.task_identity,bronze.identity_task_identity,silver.identity_task_identity,gold.identity_task_metrics,Simulated identity data for task operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-037,logical,pub_identity,slot_037_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-038,PostgreSQL,identity_svc_04,identity,run_identity,identity_svc_04.identity.run_identity,transactional,Y,fk.pg.cdc.identity.run_identity,bronze.identity_run_identity,silver.identity_run_identity,gold.identity_run_metrics,Simulated identity data for run operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-038,logical,pub_identity,slot_038_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-039,PostgreSQL,identity_svc_04,identity,checkpoint_identity,identity_svc_04.identity.checkpoint_identity,transactional,Y,fk.pg.cdc.identity.checkpoint_identity,bronze.identity_checkpoint_identity,silver.identity_checkpoint_identity,gold.identity_checkpoint_metrics,Simulated identity data for checkpoint operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-039,logical,pub_identity,slot_039_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-040,PostgreSQL,identity_svc_04,identity,exception_identity,identity_svc_04.identity.exception_identity,history,Y,fk.pg.cdc.identity.exception_identity,bronze.identity_exception_identity,silver.identity_exception_identity,gold.identity_exception_metrics,Simulated identity data for exception operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-040,logical,pub_identity,slot_040_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-041,PostgreSQL,identity_svc_05,identity,alert_identity,identity_svc_05.identity.alert_identity,transactional,Y,fk.pg.cdc.identity.alert_identity,bronze.identity_alert_identity,silver.identity_alert_identity,gold.identity_alert_metrics,Simulated identity data for alert operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-041,logical,pub_identity,slot_041_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-042,PostgreSQL,identity_svc_05,identity,case_identity,identity_svc_05.identity.case_identity,event,Y,fk.pg.cdc.identity.case_identity,bronze.identity_case_identity,silver.identity_case_identity,gold.identity_case_metrics,Simulated identity data for case operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-042,logical,pub_identity,slot_042_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-043,PostgreSQL,identity_svc_05,identity,decision_identity,identity_svc_05.identity.decision_identity,transactional,Y,fk.pg.cdc.identity.decision_identity,bronze.identity_decision_identity,silver.identity_decision_identity,gold.identity_decision_metrics,Simulated identity data for decision operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-043,logical,pub_identity,slot_043_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-044,PostgreSQL,identity_svc_05,identity,workflow_identity,identity_svc_05.identity.workflow_identity,transactional,Y,fk.pg.cdc.identity.workflow_identity,bronze.identity_workflow_identity,silver.identity_workflow_identity,gold.identity_workflow_metrics,Simulated identity data for workflow operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-044,logical,pub_identity,slot_044_identity,0,5,customer|iam|privacy|security|seller,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-045,PostgreSQL,identity_svc_05,identity,approval_identity,identity_svc_05.identity.approval_identity,reference,Y,fk.pg.cdc.identity.approval_identity,bronze.identity_approval_identity,silver.identity_approval_identity,gold.identity_approval_metrics,Simulated identity data for approval operations.,restricted,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-045,logical,pub_identity,slot_045_identity,0,5,customer|iam|privacy|security|seller,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-046,PostgreSQL,identity_svc_05,identity,assignment_identity,identity_svc_05.identity.assignment_identity,transactional,Y,fk.pg.cdc.identity.assignment_identity,bronze.identity_assignment_identity,silver.identity_assignment_identity,gold.identity_assignment_metrics,Simulated identity data for assignment operations.,internal,primary-replica,17,Patroni,PgBouncer,streaming_replication,2,domain_partitioned,debezium-pg-046,logical,pub_identity,slot_046_identity,0,0,,physical_fk_or_logical_reference,UUID/ULID globally unique business key,no runtime cross-db SQL join; use service API/event/read-model/lakehouse
